ID_Venda;Data_Venda;ID_Cliente;ID_Produto;ID_Cidade;Quantidade;Preco_Unitario;Custo_Unitario;Receita;Desconto;Canal_Venda;Forma_Pagamento;Lucro_Real;Lucro_Real_1
8488;2024-11-29;9282;35;9;3;38.36;27.61;115.08;1.09;Site;PIX;28.97999999999999;31.159999999999997
8489;2026-03-28;15546;57;3;4;39.93;32.08;159.72;0.99;Marketplace;Crédito;27.439999999999998;30.409999999999997
8490;2026-01-06;17689;40;9;1;126.38;100.63;126.38;1.19;Marketplace;PIX;24.560000000000002;24.560000000000002
8491;2024-11-02;7266;9;7;2;48.19;25.64;96.38;9.8;App;Crédito;25.5;35.3
8492;2025-10-15;13602;58;10;1;142.31;85.27;142.31;25.62;Marketplace;Crédito;31.42;31.42
8493;2024-12-29;12462;45;1;5;165.71;74.4;828.55;33.7;Site;Crédito;288.04999999999995;422.85
8494;2024-09-29;19375;48;10;1;292.83;113.58;292.83;52.71;Loja Física;Crédito;126.53999999999998;126.53999999999998
8495;2024-10-07;16260;38;5;3;47.75;28.91;143.25;25.78;Marketplace;PIX;-20.820000000000007;30.739999999999995
8497;2025-02-02;17885;39;3;1;48.77;29.66;48.77;1.94;Loja Física;Débito;17.170000000000005;17.170000000000005
8499;2026-02-07;16681;23;5;1;317.11;260.62;317.11;57.08;Marketplace;PIX;-0.589999999999975;-0.589999999999975
8500;2025-03-15;14637;33;9;5;55.66;24.3;278.3;42.15;Marketplace;Crédito;-53.95000000000002;114.64999999999995
8501;2024-11-15;12110;25;10;3;47.49;30.48;142.47;16.72;Site;Crédito;0.8700000000000045;34.31
8502;2025-12-11;10908;58;6;4;153.58;82.03;614.32;2.58;Marketplace;PIX;275.88;283.62
8503;2025-11-18;50;47;9;2;292.19;275.16;584.38;23.88;Marketplace;PIX;-13.700000000000045;10.17999999999995
8504;2026-06-20;219;38;7;1;48.32;31.16;48.32;8.7;Loja Física;Débito;8.460000000000004;8.460000000000004
8505;2025-10-03;13687;57;7;1;43.25;26.47;43.25;6.58;Marketplace;PIX;10.200000000000003;10.200000000000003
8506;2026-04-27;832;1;8;1;52.38;24.61;52.38;1.19;Site;Crédito;26.580000000000005;26.580000000000005
8507;2025-12-30;4890;16;7;2;265.36;118.65;530.72;4.67;Marketplace;Crédito;284.08;288.75000000000006
8508;2025-02-22;2224;25;9;1;50.53;30.43;50.53;9.1;Site;PIX;11.0;11.0
8509;2025-10-12;12932;43;9;3;310.56;265.16;931.68;167.7;App;Crédito;-366.9;-31.5
8510;2025-09-17;1177;20;6;1;46.23;30.38;46.23;8.32;Marketplace;PIX;7.529999999999998;7.529999999999998
8511;2025-12-04;11097;25;7;2;48.08;32.64;96.16;4.74;Marketplace;Crédito;21.39999999999999;26.14
8513;2025-07-08;18898;13;9;3;353.74;257.16;1061.22;72.75;Site;PIX;71.49000000000001;216.99
8514;2025-08-25;3520;57;1;2;36.46;29.19;72.92;13.13;Site;Crédito;-11.720000000000006;1.4099999999999966
8515;2025-10-18;9240;57;1;5;42.51;26.56;212.55;12.34;Marketplace;Débito;18.05000000000001;67.41
8516;2025-01-01;15654;35;3;1;40.94;26.18;40.94;7.37;Marketplace;Crédito;7.390000000000001;7.390000000000001
8518;2026-03-30;17957;20;5;5;44.05;32.17;220.25;38.64;Loja Física;Débito;-133.80000000000004;20.75999999999999
8519;2024-08-22;16889;48;2;1;260.58;106.13;260.58;46.9;Site;Crédito;107.54999999999998;107.54999999999998
8520;2024-10-07;14443;38;9;5;44.13;30.05;220.65;7.29;App;Crédito;33.95000000000002;63.110000000000014
8521;2024-11-05;13541;1;10;1;53.38;25.28;53.38;4.5;Site;PIX;23.6;23.6
8522;2024-07-01;12987;35;4;1;37.35;25.04;37.35;6.72;Site;Crédito;5.590000000000003;5.590000000000003
8523;2025-03-19;16920;9;4;5;45.39;26.24;226.95;1.77;Marketplace;Crédito;86.9;93.97999999999999
8525;2026-01-30;15676;38;8;2;44.49;32.64;88.98;9.76;Site;Crédito;4.180000000000007;13.939999999999998
8526;2024-12-06;10657;39;10;1;44.85;30.9;44.85;1.69;Marketplace;Crédito;12.260000000000005;12.260000000000005
8527;2024-06-11;16945;33;4;2;55.14;27.38;110.28;1.94;Site;PIX;51.64000000000001;53.580000000000005
8528;2024-07-01;8933;9;5;4;50.95;26.29;203.8;9.78;App;Crédito;59.52000000000001;88.86000000000001
8529;2026-06-11;9737;39;4;2;46.82;30.49;93.64;13.18;Site;Boleto;6.300000000000004;19.48000000000001
8530;2025-02-18;17787;49;6;1;209.38;135.17;209.38;37.69;Site;Boleto;36.52000000000001;36.52000000000001
8531;2024-07-06;18442;58;3;2;165.12;75.31;330.24;59.44;App;PIX;60.74000000000001;120.18
8532;2024-08-31;15335;33;8;3;56.08;24.03;168.24;30.28;Marketplace;Crédito;5.309999999999988;65.87
8533;2024-06-21;15741;39;6;4;51.99;30.77;207.96;6.25;Site;Débito;59.88000000000001;78.63000000000001
8534;2024-10-12;12833;35;10;7;35.22;28.77;246.54;2.77;App;Crédito;25.75999999999999;42.379999999999995
8535;2026-06-17;12079;9;5;4;43.4;24.33;173.6;18.14;Site;PIX;3.719999999999999;58.139999999999986
8536;2026-03-30;921;20;2;4;48.61;28.97;194.44;7.28;Marketplace;Boleto;49.44;71.28
8537;2025-03-08;18891;57;10;1;39.06;26.78;39.06;7.03;Marketplace;PIX;5.25;5.25
8538;2025-03-24;15266;33;10;4;56.5;28.71;226.0;29.69;App;PIX;-7.6000000000000085;81.47
8539;2025-11-06;16705;9;7;5;48.77;26.24;243.85;22.39;Site;Crédito;0.700000000000017;90.26000000000005
8540;2025-01-06;4520;25;2;2;51.51;33.44;103.02;1.64;App;PIX;32.86;34.5
8541;2024-10-11;11477;39;1;2;44.75;29.1;89.5;16.11;Site;PIX;-0.9200000000000017;15.189999999999998
8542;2024-06-16;6680;2;7;4;311.3;300.02;1245.2;224.14;Site;Crédito;-851.4399999999998;-179.01999999999987
8544;2026-04-05;16252;45;1;4;170.84;83.54;683.36;99.08;Site;Boleto;-47.120000000000005;250.11999999999995
8545;2026-05-23;7273;24;4;2;53.04;32.19;106.08;19.09;Marketplace;Crédito;3.5200000000000102;22.61
8547;2024-11-27;3466;20;10;5;43.81;29.43;219.05;6.49;App;PIX;39.44999999999999;65.41
8548;2026-02-06;19555;33;7;6;48.82;27.21;292.92;4.47;Marketplace;PIX;102.84000000000003;125.19
8551;2026-05-08;13597;51;1;2;309.3;229.95;618.6;37.1;App;Crédito;84.5;121.60000000000002
8552;2024-08-02;15408;35;2;2;35.3;28.55;70.6;11.51;Marketplace;PIX;-9.520000000000003;1.9899999999999949
8553;2024-11-01;256;9;7;4;50.64;22.53;202.56;18.04;Site;PIX;40.28;94.4
8554;2025-03-11;11052;33;10;1;54.91;24.37;54.91;0.79;Marketplace;Crédito;29.749999999999996;29.749999999999996
8556;2025-02-03;14624;38;4;1;50.41;28.42;50.41;9.07;Site;Boleto;12.919999999999995;12.919999999999995
8557;2024-09-16;3973;38;1;1;46.51;28.84;46.51;8.37;Marketplace;Crédito;9.3;9.3
8559;2025-02-25;10469;20;5;2;45.03;30.64;90.06;1.01;App;PIX;26.760000000000005;27.769999999999996
8560;2026-03-19;8475;20;1;2;42.04;31.84;84.08;7.56;App;Crédito;5.279999999999994;12.839999999999996
8561;2026-04-12;14212;49;7;4;230.61;126.58;922.44;58.67;Marketplace;Boleto;181.44;357.4500000000001
8562;2025-04-12;10912;34;1;1;419.21;348.76;419.21;18.19;App;PIX;52.25999999999999;52.25999999999999
8563;2025-10-26;717;24;1;3;57.99;28.48;173.97;4.23;Site;PIX;75.84000000000003;84.30000000000001
8564;2026-01-26;999999;1;2;7;56.52;26.91;395.64;1.26;App;PIX;198.45000000000005;206.01000000000005
8565;2025-03-05;12953;24;10;3;48.3;33.05;144.9;26.08;Site;Crédito;-32.489999999999995;19.669999999999987
8566;2025-05-14;4694;58;3;1;168.99;81.93;168.99;30.42;Site;Crédito;56.639999999999986;56.639999999999986
8567;2025-09-27;13394;12;1;1;319.33;248.01;319.33;57.48;App;PIX;13.839999999999975;13.839999999999975
8568;2025-11-10;11770;58;9;4;154.48;78.42;617.92;111.23;App;Crédito;-140.68000000000006;193.00999999999993
8569;2026-05-09;2807;1;10;1;56.74;26.91;56.74;10.21;Site;Crédito;19.62;19.62
8570;2025-08-26;19837;38;8;2;44.35;29.78;88.7;15.41;Marketplace;PIX;-1.6799999999999997;13.730000000000004
8571;2025-11-02;5511;39;5;4;48.68;30.47;194.72;15.37;Marketplace;Boleto;11.360000000000014;57.47
8572;2025-05-08;7095;51;2;3;334.48;217.36;1003.44;116.94;Marketplace;PIX;0.5400000000000773;234.41999999999996
8573;2025-11-04;15066;51;5;3;330.97;254.87;992.91;106.62;Marketplace;Crédito;-91.55999999999995;121.68000000000006
8574;2025-03-18;6783;39;6;3;45.91;31.69;137.73;24.79;Marketplace;PIX;-31.710000000000015;17.86999999999999
8575;2026-04-02;240;40;1;2;127.32;90.06;254.64;36.79;App;Débito;0.9399999999999977;37.72999999999999
8576;2025-01-04;210;20;4;3;42.03;32.9;126.09;22.7;Marketplace;Boleto;-40.70999999999998;4.690000000000012
8577;2024-10-17;3287;38;9;3;46.3;30.49;138.9;25.0;Site;PIX;-27.570000000000007;22.42999999999998
8579;2025-05-19;6743;20;5;1;48.92;29.25;48.92;8.81;Marketplace;Crédito;10.86;10.86
8580;2025-06-01;3967;22;1;1;325.03;272.22;325.03;58.51;Marketplace;PIX;-5.7000000000000455;-5.7000000000000455
8581;2025-04-19;6520;60;4;4;247.04;105.14;988.16;46.94;Marketplace;Crédito;379.84;520.6600000000001
8582;2024-11-14;11123;9;4;2;45.64;26.05;91.28;3.37;App;Débito;32.440000000000005;35.809999999999995
8583;2024-09-01;8703;58;6;6;165.53;82.62;993.18;17.61;App;Crédito;391.80000000000007;479.85
8584;2024-09-10;19771;38;10;3;50.32;29.62;150.96;4.26;Marketplace;Boleto;49.32000000000001;57.84000000000002
8586;2025-02-17;9553;2;3;5;325.99;324.79;1629.95;34.98;Site;Boleto;-168.9000000000001;-28.980000000000018
8587;2026-05-24;3276;31;9;6;188.43;91.97;1130.58;16.75;App;PIX;478.26;562.01
8588;2024-06-04;5083;38;6;2;43.09;30.44;86.18;0.61;App;PIX;24.080000000000005;24.690000000000005
8589;2025-12-08;79;9;7;2;48.48;24.4;96.96;13.13;Site;Boleto;21.89999999999999;35.03
8590;2025-01-13;9910;45;10;2;173.71;82.32;347.42;62.54;Site;Crédito;57.700000000000045;120.24000000000001
8591;2024-10-25;16860;60;2;1;260.79;100.12;260.79;46.94;App;Crédito;113.73000000000002;113.73000000000002
8592;2024-08-06;5136;25;10;3;50.62;30.16;151.86;27.33;Marketplace;Boleto;-20.61;34.04999999999998
8593;2025-01-19;9356;20;6;4;48.3;32.03;193.2;29.98;Marketplace;Crédito;-54.84000000000002;35.099999999999994
8594;2025-07-30;9467;57;6;2;38.35;31.45;76.7;5.84;App;PIX;2.1200000000000117;7.960000000000001
8595;2025-09-12;13971;24;2;1;50.33;33.02;50.33;7.67;Site;Crédito;9.639999999999993;9.639999999999993
8596;2024-07-20;4259;13;2;4;373.9;277.82;1495.6;74.59;Site;PIX;85.95999999999981;309.73
8597;2025-08-09;5894;58;2;5;150.5;80.56;752.5;19.36;Site;PIX;252.89999999999992;330.34
8598;2026-06-09;5075;58;10;4;149.85;85.49;599.4;10.66;Marketplace;Crédito;214.8;246.78000000000003
8599;2024-08-15;3011;48;1;1;297.08;107.85;297.08;53.47;Site;Boleto;135.76;135.76
8600;2026-04-10;13267;35;5;1;37.41;28.24;37.41;5.17;Site;Crédito;3.9999999999999964;3.9999999999999964
8601;2025-03-19;8614;16;8;2;262.06;99.33;524.12;38.86;Marketplace;PIX;247.73999999999998;286.6
8602;2025-07-15;13012;33;2;1;52.16;29.07;52.16;6.7;Site;Boleto;16.389999999999993;16.389999999999993
8603;2026-05-16;10850;9;5;3;45.99;26.57;137.97;5.45;App;Débito;41.91;52.81
8604;2024-09-24;17340;45;8;3;178.13;70.77;534.39;96.19;Marketplace;PIX;33.50999999999999;225.89
8605;2024-12-11;9380;58;10;7;164.35;79.56;1150.45;76.86;Site;PIX;55.50999999999988;516.6700000000001
8606;2024-10-22;1598;39;5;1;46.4;32.0;46.4;8.35;Marketplace;PIX;6.049999999999997;6.049999999999997
8607;2024-09-21;14076;25;2;3;45.66;35.71;136.98;24.66;Site;Crédito;-44.13000000000001;5.189999999999998
8609;2024-11-18;16471;40;6;1;139.11;83.27;139.11;25.04;Site;Crédito;30.800000000000026;30.800000000000026
8613;2026-04-02;11281;38;5;1;43.81;27.48;43.81;7.89;Loja Física;Crédito;8.440000000000001;8.440000000000001
8614;2026-01-26;12795;20;2;8;46.96;28.9;375.68;20.09;Marketplace;PIX;-16.23999999999998;124.39000000000004
8615;2025-07-22;19396;24;9;1;50.68;30.05;50.68;9.12;Marketplace;Crédito;11.510000000000002;11.510000000000002
8616;2025-03-11;11010;24;2;2;49.68;30.1;99.36;17.88;Loja Física;PIX;3.3999999999999986;21.28
8617;2024-08-11;2364;38;10;2;46.37;32.51;92.74;10.66;Loja Física;Débito;6.3999999999999915;17.060000000000002
8618;2025-08-10;10841;1;2;1;49.72;27.38;49.72;8.95;Marketplace;PIX;13.389999999999997;13.389999999999997
8619;2024-09-09;3987;47;10;3;296.55;254.33;889.65;51.46;Marketplace;Crédito;-27.720000000000027;75.20000000000005
8621;2025-10-09;4480;12;3;3;313.86;280.85;941.58;70.22;Loja Física;Crédito;-111.63;28.809999999999945
8622;2024-09-24;60;33;10;1;53.05;24.2;53.05;6.76;Marketplace;PIX;22.09;22.09
8623;2025-01-23;14165;39;7;1;47.01;30.38;47.01;8.46;Site;Crédito;8.169999999999998;8.169999999999998
8624;2025-01-05;17563;35;4;2;40.21;27.15;80.42;4.16;App;Crédito;17.799999999999997;21.960000000000008
8625;2024-07-21;11658;1;6;2;55.15;24.44;110.3;4.52;Marketplace;PIX;52.37999999999999;56.9
8626;2024-07-15;16768;33;4;1;57.26;25.29;57.26;10.31;Site;Crédito;21.659999999999997;21.659999999999997
8627;2024-09-02;16587;49;10;1;199.27;133.11;199.27;35.87;Marketplace;PIX;30.289999999999992;30.289999999999992
8629;2026-02-19;14007;57;1;2;36.72;26.64;73.44;12.4;Marketplace;Crédito;-4.640000000000001;7.759999999999998
8630;2025-06-10;8364;23;3;2;316.69;247.26;633.38;84.62;Site;Crédito;-30.379999999999995;54.24000000000001
8632;2025-05-25;8368;24;1;1;51.85;30.46;51.85;6.68;Marketplace;Crédito;14.71;14.71
8633;2025-06-23;6032;25;6;1;52.61;30.35;52.61;9.47;Marketplace;PIX;12.79;12.79
8634;2025-06-06;10126;5;9;2;179.79;81.92;359.58;17.06;Marketplace;PIX;161.61999999999998;178.67999999999998
8636;2024-12-13;4551;39;7;2;47.89;34.15;95.78;17.24;App;Crédito;-6.999999999999993;10.240000000000009
8637;2025-05-18;19486;38;10;6;46.32;29.48;277.92;38.94;App;PIX;-132.59999999999997;62.10000000000002
8638;2025-04-15;13256;57;8;2;39.43;31.26;78.86;1.16;Site;Crédito;14.020000000000003;15.18
8639;2026-05-29;8152;1;6;1;48.44;25.89;48.44;2.13;Site;Boleto;20.419999999999995;20.419999999999995
8640;2024-06-27;14148;48;9;1;301.45;121.19;301.45;28.39;Site;Crédito;151.87;151.87
8641;2025-10-04;3993;45;3;2;164.65;79.66;329.3;59.27;App;Crédito;51.44;110.71000000000004
8642;2024-12-22;18536;46;10;1;317.9;327.44;317.9;57.22;Site;Débito;-66.76000000000005;-66.76000000000005
8644;2025-08-09;13710;24;9;2;57.67;33.14;115.34;5.81;Marketplace;Crédito;37.44;43.25
8645;2024-09-30;17706;1;4;3;55.06;25.92;165.18;10.72;Site;Crédito;55.260000000000005;76.7
8646;2025-04-01;5753;33;7;1;51.67;25.13;51.67;0.89;Site;PIX;25.650000000000002;25.650000000000002
8647;2024-05-23;4463;46;9;2;316.27;320.11;632.54;113.86;Site;Boleto;-235.4000000000001;-121.54000000000008
8648;2025-10-26;14495;16;2;2;286.55;103.91;573.1;103.16;Marketplace;Boleto;158.96000000000004;262.12000000000006
8649;2025-06-12;16463;20;2;1;43.63;31.6;43.63;7.85;Site;Crédito;4.18;4.18
8652;2025-05-20;2223;33;9;4;49.85;25.7;199.4;2.17;Marketplace;Débito;87.92;94.43000000000002
8653;2025-08-01;6808;25;5;1;49.99;33.77;49.99;9.0;Marketplace;Boleto;7.219999999999999;7.219999999999999
8654;2026-05-01;4960;16;6;2;274.0;104.18;548.0;98.64;Site;PIX;142.36;241.0
8655;2025-05-26;8504;33;2;7;49.62;24.69;347.34;6.94;Marketplace;Crédito;125.92999999999998;167.56999999999996
8656;2025-05-01;5024;3;8;3;405.76;244.38;1217.28;145.85;Site;Crédito;46.58999999999992;338.2900000000001
8657;2025-03-25;390;40;9;2;141.81;89.41;283.62;51.05;Site;PIX;2.700000000000017;53.75
8658;2025-03-23;7658;43;2;1;346.76;267.84;346.76;10.62;Marketplace;Crédito;68.30000000000001;68.30000000000001
8660;2024-07-26;15307;48;6;1;287.91;106.39;287.91;51.82;App;Crédito;129.70000000000005;129.70000000000005
8661;2025-05-15;10887;22;8;3;311.38;299.08;934.14;14.74;Site;PIX;-7.32000000000005;22.159999999999968
8662;2025-06-03;5222;57;10;2;41.29;30.64;82.58;12.24;Marketplace;Boleto;-3.180000000000007;9.060000000000002
8663;2025-07-07;1096;5;5;1;164.77;79.27;164.77;29.15;Marketplace;Boleto;56.35000000000001;56.35000000000001
8665;2025-05-14;16652;40;1;4;123.93;89.34;495.72;89.23;Site;Crédito;-218.56;49.129999999999995
8666;2026-06-19;1998;40;9;3;122.72;99.86;368.16;26.52;Site;Crédito;-10.979999999999961;42.06
8667;2025-03-14;19083;24;10;3;58.38;32.54;175.14;31.53;Site;Débito;-17.069999999999993;45.99000000000001
8669;2024-09-01;16583;24;4;4;57.83;31.95;231.32;24.52;Marketplace;Crédito;5.440000000000012;78.99999999999999
8670;2026-05-20;19420;24;3;1;52.65;28.28;52.65;4.05;App;Débito;20.32;20.32
8671;2026-04-28;9676;49;10;4;197.94;136.18;791.76;11.75;Loja Física;Débito;200.03999999999996;235.28999999999996
8672;2025-04-25;4209;13;6;5;359.1;290.43;1795.5;132.67;Marketplace;PIX;-320.0;210.67999999999984
8673;2024-08-31;5545;9;1;3;50.37;27.09;151.11;18.99;Site;Boleto;12.870000000000005;50.84999999999998
8674;2025-02-23;15625;57;3;3;42.9;30.55;128.7;1.18;Marketplace;PIX;33.50999999999999;35.869999999999976
8675;2025-09-22;1621;58;2;1;144.39;81.63;144.39;25.99;Marketplace;Boleto;36.769999999999996;36.769999999999996
8676;2024-09-06;19405;33;9;1;55.02;26.46;55.02;9.9;Marketplace;Crédito;18.660000000000004;18.660000000000004
8677;2026-01-14;16325;46;3;2;384.23;269.27;768.46;33.11;Marketplace;Crédito;163.70000000000005;196.81000000000006
8678;2025-04-09;11504;3;2;2;403.55;246.04;807.1;145.28;Site;PIX;24.45999999999998;169.74000000000007
8679;2025-09-19;6973;20;4;1;41.66;29.84;41.66;7.5;Site;PIX;4.319999999999997;4.319999999999997
8681;2024-11-19;13988;46;1;1;351.82;281.86;351.82;6.12;Marketplace;Crédito;63.839999999999975;63.839999999999975
8683;2025-12-24;17806;33;10;1;55.93;27.26;55.93;2.85;Marketplace;Crédito;25.819999999999997;25.819999999999997
8684;2026-02-06;18655;45;8;5;166.06;79.18;830.3;20.66;Site;Crédito;331.09999999999997;413.73999999999995
8685;2025-08-30;14160;1;10;1;56.22;24.53;56.22;1.04;Marketplace;PIX;30.65;30.65
8686;2026-04-09;157;12;10;2;306.2;286.57;612.4;110.23;Site;PIX;-181.20000000000005;-70.97000000000003
8687;2025-08-08;6785;35;2;1;36.53;26.26;36.53;3.22;Marketplace;Débito;7.050000000000001;7.050000000000001
8688;2025-05-03;18261;24;9;3;55.6;28.69;166.8;30.02;Marketplace;PIX;-9.329999999999998;50.709999999999994
8689;2026-06-12;17092;48;3;3;309.25;121.98;927.75;35.48;Marketplace;PIX;455.36999999999995;526.3299999999999
8691;2025-09-30;19520;25;8;1;48.45;32.62;48.45;2.98;Site;Crédito;12.850000000000009;12.850000000000009
8692;2026-03-11;19242;24;3;2;49.47;28.53;98.94;0.06;Site;PIX;41.75999999999999;41.81999999999999
8694;2026-02-09;3840;58;6;1;148.31;87.19;148.31;11.97;Marketplace;Crédito;49.150000000000006;49.150000000000006
8695;2025-03-27;19772;39;1;5;43.88;34.14;219.4;9.26;Site;PIX;2.400000000000034;39.440000000000026
8696;2026-02-22;18271;38;4;6;49.46;31.17;296.76;14.42;Site;Boleto;23.22;95.31999999999996
8697;2024-08-26;6264;25;1;1;47.73;29.92;47.73;7.04;Loja Física;Débito;10.769999999999996;10.769999999999996
8699;2025-09-26;34;25;9;1;47.82;33.91;47.82;8.61;Site;Boleto;5.300000000000004;5.300000000000004
8701;2024-12-04;2370;2;5;3;308.87;312.84;926.61;126.72;Loja Física;Débito;-392.06999999999994;-138.63
8702;2025-10-01;2882;39;4;1;48.97;33.55;48.97;8.81;App;PIX;6.609999999999999;6.609999999999999
8703;2024-12-12;18223;38;3;4;46.39;28.49;185.56;3.0;Marketplace;Crédito;59.60000000000001;68.60000000000001
8704;2025-12-18;10762;33;5;1;56.63;29.11;56.63;10.19;Marketplace;Boleto;17.330000000000005;17.330000000000005
8705;2025-06-04;2021;38;4;2;45.64;29.09;91.28;16.43;Marketplace;Crédito;0.240000000000002;16.669999999999995
8707;2025-12-01;2032;22;4;2;304.81;289.28;609.62;0.11;Site;PIX;30.840000000000032;30.950000000000045
8708;2026-02-14;12918;33;8;3;54.29;26.74;162.87;4.28;Site;Crédito;69.81;78.37
8710;2024-05-21;11273;57;5;1;40.48;27.17;40.48;4.65;Site;Crédito;8.659999999999997;8.659999999999997
8711;2024-07-26;13549;57;4;2;38.01;27.58;76.02;13.68;App;PIX;-6.5;7.18
8712;2026-04-14;12035;25;4;5;52.4;29.79;262.0;12.04;Marketplace;Crédito;52.85000000000002;101.01000000000002
8713;2025-03-15;19077;48;4;3;268.9;120.28;806.7;17.56;Site;Crédito;393.17999999999995;428.29999999999995
8715;2025-06-01;3639;20;4;1;44.68;34.03;44.68;3.91;App;PIX;6.739999999999995;6.739999999999995
8717;2026-05-21;17842;34;10;1;397.27;329.83;397.27;71.51;Site;Boleto;-4.069999999999993;-4.069999999999993
8719;2025-02-21;2824;1;10;1;52.73;25.9;52.73;9.49;App;Débito;17.339999999999996;17.339999999999996
8720;2024-09-23;7500;9;7;2;50.95;25.62;101.9;3.13;Site;Crédito;44.4;47.53000000000001
8722;2025-10-17;2536;23;3;1;270.06;238.54;270.06;48.61;App;PIX;-17.090000000000003;-17.090000000000003
8723;2024-10-26;11609;22;8;2;294.75;307.68;589.5;56.93;Marketplace;Crédito;-139.72000000000003;-82.78999999999996
8724;2026-05-28;4609;5;3;1;154.75;78.5;154.75;15.82;Marketplace;PIX;60.43000000000001;60.43000000000001
8725;2025-03-08;7104;20;1;1;48.38;30.24;48.38;8.71;App;Débito;9.430000000000003;9.430000000000003
8726;2024-06-16;6856;9;10;2;51.99;23.2;103.98;0.66;Site;PIX;56.26000000000001;56.92000000000001
8727;2025-12-15;9691;9;5;7;50.46;24.68;353.22;47.52;Marketplace;PIX;-152.18;132.94000000000005
8728;2025-09-09;11834;39;2;3;52.19;29.82;156.57;20.35;Marketplace;PIX;6.059999999999974;46.75999999999999
8729;2024-12-05;16260;16;10;4;255.11;106.7;1020.44;183.68;Marketplace;Crédito;-141.07999999999998;409.96
8730;2026-03-13;1831;47;6;1;296.91;256.22;296.91;53.44;Marketplace;Boleto;-12.75;-12.75
8731;2026-06-02;4844;12;10;1;330.4;276.98;330.4;59.47;Marketplace;PIX;-6.050000000000068;-6.050000000000068
8732;2024-05-29;11849;5;9;3;173.97;87.46;521.91;47.52;Site;Crédito;116.96999999999997;212.01
8733;2025-01-08;6920;45;1;1;171.71;71.28;171.71;30.91;Marketplace;PIX;69.52000000000001;69.52000000000001
8734;2024-12-20;16787;57;4;2;38.6;28.56;77.2;2.1;Site;Crédito;15.880000000000003;17.98000000000001
8736;2025-09-28;7611;34;1;2;472.31;342.89;944.62;170.03;Loja Física;Crédito;-81.22000000000003;88.81000000000006
8737;2025-11-26;828;1;8;6;52.94;28.42;317.64;0.98;Marketplace;Crédito;141.23999999999998;146.13999999999996
8738;2024-06-24;15111;35;2;3;41.02;28.22;123.06;7.37;Marketplace;PIX;16.29000000000002;31.03
8739;2025-02-22;10047;38;1;7;48.32;29.52;338.24;21.25;Marketplace;Crédito;-17.149999999999977;110.35000000000002
8740;2025-04-07;19308;47;8;1;288.96;251.78;288.96;52.01;Site;Crédito;-14.830000000000013;-14.830000000000013
8741;2026-03-01;392;23;4;2;298.09;260.67;596.18;40.6;Site;Crédito;-6.360000000000127;34.239999999999895
